City,Date,PM2.5,PM10,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket,Year,Month,City_encoded,PM25_roll3,PM10_roll3,AQI_lag1,AQI_roll3,DayOfWeek
Bengaluru,2015-03-23,65.65,70.46,3.1,26.35,17.45,9.95,6.3,72.84,154.0,Moderate,2015,3,0,53.873333333333335,70.46,120.0,121.66666666666667,0
Bengaluru,2015-03-24,60.47,70.46,5.39,29.87,20.88,1.46,6.07,64.12,119.0,Moderate,2015,3,0,57.833333333333336,70.46,154.0,131.0,1
Bengaluru,2015-03-25,62.56,70.46,3.16,23.57,16.39,10.05,4.98,82.34,232.0,Poor,2015,3,0,62.89333333333334,70.46,119.0,168.33333333333334,2
Bengaluru,2015-03-26,60.73,70.46,4.16,32.07,21.03,1.44,1.67,67.21,132.0,Moderate,2015,3,0,61.25333333333333,70.46,232.0,161.0,3
Bengaluru,2015-03-27,42.1,70.46,4.01,25.55,17.37,2.85,2.46,51.93,123.0,Moderate,2015,3,0,55.129999999999995,70.46,132.0,162.33333333333334,4
Bengaluru,2015-03-28,40.0,70.46,2.93,17.99,11.36,8.07,2.5,44.65,152.0,Moderate,2015,3,0,47.60999999999999,70.46,123.0,135.66666666666666,5
Bengaluru,2015-03-29,32.16,70.46,2.38,12.9,8.3,8.53,2.08,56.31,143.0,Moderate,2015,3,0,38.086666666666666,70.46,152.0,139.33333333333334,6
Bengaluru,2015-03-30,30.78,70.46,2.68,16.23,14.63,1.46,2.63,49.52,80.0,Satisfactory,2015,3,0,34.31333333333333,70.46,143.0,125.0,0
Bengaluru,2015-03-31,38.99,70.46,2.6,10.97,12.7,1.79,2.79,47.67,90.0,Satisfactory,2015,3,0,33.97666666666667,70.46,80.0,104.33333333333333,1
Bengaluru,2015-04-01,36.42,70.46,2.68,8.83,9.13,9.6,3.17,48.25,151.0,Moderate,2015,4,0,35.39666666666667,70.46,90.0,107.0,2
Bengaluru,2015-04-02,38.15,70.46,4.24,10.29,9.99,4.06,7.65,53.26,123.0,Moderate,2015,4,0,37.85333333333333,70.46,151.0,121.33333333333333,3
Bengaluru,2015-04-03,35.11,70.46,2.63,5.99,6.82,5.34,2.32,57.75,178.0,Moderate,2015,4,0,36.559999999999995,70.46,123.0,150.66666666666666,4
Bengaluru,2015-04-04,36.68,70.46,3.63,12.89,10.88,1.47,3.29,76.36,101.0,Moderate,2015,4,0,36.64666666666667,70.46,178.0,134.0,5
Bengaluru,2015-04-05,36.92,70.46,2.2,9.0,7.6,9.58,4.07,65.62,160.0,Moderate,2015,4,0,36.23666666666667,70.46,101.0,146.33333333333334,6
Bengaluru,2015-04-06,31.78,70.46,2.48,8.14,8.06,0.55,7.22,54.31,71.0,Satisfactory,2015,4,0,35.126666666666665,70.46,160.0,110.66666666666667,0
Bengaluru,2015-04-07,37.25,70.46,2.86,7.14,11.25,2.3,5.88,60.42,76.0,Satisfactory,2015,4,0,35.31666666666666,70.46,71.0,102.33333333333333,1
Bengaluru,2015-04-08,29.8,70.46,2.59,9.04,7.52,6.84,1.84,49.55,153.0,Moderate,2015,4,0,32.943333333333335,70.46,76.0,100.0,2
Bengaluru,2015-04-09,25.06,70.46,3.21,8.72,7.2,5.82,2.6,42.63,80.0,Satisfactory,2015,4,0,30.703333333333337,70.46,153.0,103.0,3
Bengaluru,2015-04-10,24.4,70.46,6.87,7.46,8.7,5.19,2.03,44.47,129.0,Moderate,2015,4,0,26.419999999999998,70.46,80.0,120.66666666666667,4
Bengaluru,2015-04-11,32.08,70.46,6.6,7.09,8.82,1.7,3.22,53.91,107.0,Moderate,2015,4,0,27.179999999999996,70.46,129.0,105.33333333333333,5
Bengaluru,2015-04-12,19.72,70.46,1.81,4.97,5.51,2.65,5.16,44.53,122.0,Moderate,2015,4,0,25.399999999999995,70.46,107.0,119.33333333333333,6
Bengaluru,2015-04-13,17.03,70.46,2.17,8.53,9.95,2.23,2.75,39.03,85.0,Satisfactory,2015,4,0,22.94333333333333,70.46,122.0,104.66666666666667,0
Bengaluru,2015-04-14,19.73,70.46,2.26,6.1,6.13,1.4,4.66,57.7,62.0,Satisfactory,2015,4,0,18.826666666666668,70.46,85.0,89.66666666666667,1
Bengaluru,2015-04-15,22.52,70.46,6.71,4.86,14.02,5.45,4.9,77.05,177.0,Moderate,2015,4,0,19.76,70.46,62.0,108.0,2
Bengaluru,2015-04-16,21.36,70.46,2.86,7.98,12.69,0.97,29.11,96.88,152.0,Moderate,2015,4,0,21.203333333333333,70.46,177.0,130.33333333333334,3
Bengaluru,2015-04-17,24.35,70.46,3.06,6.64,7.42,12.93,2.58,97.2,210.0,Poor,2015,4,0,22.74333333333333,70.46,152.0,179.66666666666666,4
Bengaluru,2015-04-18,18.33,70.46,2.4,5.98,6.47,3.84,3.99,101.63,170.0,Moderate,2015,4,0,21.346666666666664,70.46,210.0,177.33333333333334,5
Bengaluru,2015-04-19,17.66,70.46,1.85,6.58,5.89,0.48,2.49,81.34,135.0,Moderate,2015,4,0,20.113333333333333,70.46,170.0,171.66666666666666,6
Bengaluru,2015-04-20,27.46,70.46,2.53,7.91,7.1,4.58,5.53,37.22,118.0,Moderate,2015,4,0,21.150000000000002,70.46,135.0,141.0,0
Bengaluru,2015-04-21,27.94,70.46,3.8,6.45,9.94,6.14,4.43,34.74,127.0,Moderate,2015,4,0,24.353333333333335,70.46,118.0,126.66666666666667,1
Bengaluru,2015-04-22,23.81,70.46,4.01,6.21,13.57,6.14,26.42,32.79,47.0,Good,2015,4,0,26.403333333333336,70.46,127.0,97.33333333333333,2
Bengaluru,2015-04-23,23.11,70.46,4.16,6.84,14.07,3.65,12.35,15.88,44.0,Good,2015,4,0,24.953333333333333,70.46,47.0,72.66666666666667,3
Bengaluru,2015-04-24,15.12,70.46,4.35,14.96,12.52,1.13,5.12,109.66,67.0,Satisfactory,2015,4,0,20.68,70.46,44.0,52.666666666666664,4
Bengaluru,2015-04-25,19.59,70.46,4.35,8.42,12.28,3.1,26.92,157.2,44.0,Good,2015,4,0,19.273333333333333,70.46,67.0,51.666666666666664,5
Bengaluru,2015-04-26,69.85,70.46,8.6,14.35,19.55,1.22,15.91,123.32,82.0,Satisfactory,2015,4,0,34.85333333333333,70.46,44.0,64.33333333333333,6
Bengaluru,2015-04-27,24.62,70.46,3.77,7.74,11.71,1.26,18.89,65.38,156.0,Moderate,2015,4,0,38.02,70.46,82.0,94.0,0
Bengaluru,2015-04-28,32.92,70.46,7.12,12.95,18.7,2.31,14.79,57.59,96.0,Satisfactory,2015,4,0,42.46333333333333,70.46,156.0,111.33333333333333,1
Bengaluru,2015-04-29,44.53,70.46,7.24,17.71,22.68,1.34,8.34,27.11,72.0,Satisfactory,2015,4,0,34.02333333333333,70.46,96.0,108.0,2
Bengaluru,2015-04-30,26.68,70.46,3.79,16.69,12.64,1.34,11.54,51.81,117.0,Moderate,2015,4,0,34.71,70.46,72.0,95.0,3
Bengaluru,2015-05-01,39.06,70.46,3.45,14.31,12.05,1.59,4.96,26.93,67.0,Satisfactory,2015,5,0,36.75666666666667,70.46,117.0,85.33333333333333,4
Bengaluru,2015-05-02,50.83,70.46,5.74,14.24,14.93,4.44,2.99,16.83,217.0,Poor,2015,5,0,38.85666666666666,70.46,67.0,133.66666666666666,5
Bengaluru,2015-05-03,62.58,70.46,5.03,15.2,10.05,1.32,7.47,17.81,64.0,Satisfactory,2015,5,0,50.82333333333333,70.46,217.0,116.0,6
Bengaluru,2015-05-04,45.26,70.46,5.21,25.81,15.91,4.17,6.79,21.39,162.0,Moderate,2015,5,0,52.88999999999999,70.46,64.0,147.66666666666666,0
Bengaluru,2015-05-05,40.37,70.46,9.03,20.7,13.3,0.0,8.6,36.56,75.0,Satisfactory,2015,5,0,49.403333333333336,70.46,162.0,100.33333333333333,1
Bengaluru,2015-05-06,43.21,70.46,8.24,17.15,10.79,28.28,11.77,80.02,141.0,Moderate,2015,5,0,42.94666666666666,70.46,75.0,126.0,2
Bengaluru,2015-05-07,41.53,70.46,5.74,20.41,14.16,0.5,4.67,31.73,70.0,Satisfactory,2015,5,0,41.70333333333333,70.46,141.0,95.33333333333333,3
Bengaluru,2015-05-08,27.85,70.46,5.82,17.29,11.04,4.82,7.18,88.24,142.0,Moderate,2015,5,0,37.53,70.46,70.0,117.66666666666667,4
Bengaluru,2015-05-09,36.83,70.46,4.6,24.35,13.81,23.56,6.64,39.61,140.0,Moderate,2015,5,0,35.403333333333336,70.46,142.0,117.33333333333333,5
Bengaluru,2015-05-10,40.81,70.46,6.5,29.77,14.91,2.57,3.46,32.11,71.0,Satisfactory,2015,5,0,35.163333333333334,70.46,140.0,117.66666666666667,6
Bengaluru,2015-05-11,36.11,70.46,6.97,29.38,17.29,0.3,11.84,14.0,66.0,Satisfactory,2015,5,0,37.916666666666664,70.46,71.0,92.33333333333333,0
Bengaluru,2015-05-12,28.76,70.46,8.95,29.1,18.34,0.3,2.96,15.17,56.0,Satisfactory,2015,5,0,35.22666666666667,70.46,66.0,64.33333333333333,1
Bengaluru,2015-05-13,40.74,70.46,8.61,32.27,20.96,0.0,2.77,7.96,45.0,Good,2015,5,0,35.20333333333334,70.46,56.0,55.666666666666664,2
Bengaluru,2015-05-14,23.77,70.46,6.77,33.12,20.16,1.19,2.83,12.14,61.0,Satisfactory,2015,5,0,31.09,70.46,45.0,54.0,3
Bengaluru,2015-05-15,17.34,70.46,5.26,22.13,14.1,2.06,3.08,12.14,70.0,Satisfactory,2015,5,0,27.283333333333335,70.46,61.0,58.666666666666664,4
Bengaluru,2015-05-16,30.45,70.46,5.23,32.24,18.53,1.19,3.9,8.48,59.0,Satisfactory,2015,5,0,23.853333333333335,70.46,70.0,63.333333333333336,5
Bengaluru,2015-05-17,15.8,70.46,5.08,22.62,11.25,12.23,5.8,21.44,125.0,Moderate,2015,5,0,21.19666666666667,70.46,59.0,84.66666666666667,6
Bengaluru,2015-05-18,20.12,70.46,6.65,22.49,13.5,12.77,5.83,32.76,106.0,Moderate,2015,5,0,22.123333333333335,70.46,125.0,96.66666666666667,0
Bengaluru,2015-05-19,25.27,70.46,10.97,31.22,20.24,1.14,3.92,37.13,84.0,Satisfactory,2015,5,0,20.396666666666665,70.46,106.0,105.0,1
Bengaluru,2015-05-20,26.7,70.46,4.76,32.48,16.97,1.26,4.24,36.42,57.0,Satisfactory,2015,5,0,24.03,70.46,84.0,82.33333333333333,2
Bengaluru,2015-05-21,27.84,70.46,6.01,17.97,9.15,1.21,4.38,25.96,56.0,Satisfactory,2015,5,0,26.603333333333335,70.46,57.0,65.66666666666667,3
Bengaluru,2015-05-22,29.52,70.46,5.09,17.88,8.93,10.68,4.89,28.02,140.0,Moderate,2015,5,0,28.02,70.46,56.0,84.33333333333333,4
Bengaluru,2015-05-23,27.97,70.46,6.23,23.45,13.42,17.21,12.38,22.59,156.0,Moderate,2015,5,0,28.44333333333333,70.46,140.0,117.33333333333333,5
Bengaluru,2015-05-24,28.17,70.46,4.91,17.13,10.15,9.13,3.98,23.52,156.0,Moderate,2015,5,0,28.55333333333333,70.46,156.0,150.66666666666666,6
Bengaluru,2015-05-25,27.71,70.46,4.01,18.69,10.4,4.19,4.81,21.85,111.0,Moderate,2015,5,0,27.950000000000003,70.46,156.0,141.0,0
Bengaluru,2015-05-26,28.01,70.46,2.74,12.85,9.33,4.21,3.92,23.36,158.0,Moderate,2015,5,0,27.96333333333334,70.46,111.0,141.66666666666666,1
Bengaluru,2015-05-27,31.7,70.46,2.97,11.83,9.27,4.79,4.02,27.83,93.0,Satisfactory,2015,5,0,29.14,70.46,158.0,120.66666666666667,2
Bengaluru,2015-05-28,48.08,70.46,12.38,41.16,23.43,1.22,0.96,42.06,97.0,Satisfactory,2015,5,0,35.93,70.46,93.0,116.0,3
Bengaluru,2015-05-29,30.77,70.46,6.31,22.5,13.99,1.4,0.92,31.65,94.0,Satisfactory,2015,5,0,36.85,70.46,97.0,94.66666666666667,4
Bengaluru,2015-05-30,26.15,70.46,0.95,14.82,10.67,4.52,7.13,54.35,147.0,Moderate,2015,5,0,35.0,70.46,94.0,112.66666666666667,5
Bengaluru,2015-05-31,40.71,70.46,0.75,6.62,5.01,2.84,4.24,22.32,100.0,Satisfactory,2015,5,0,32.54333333333333,70.46,147.0,113.66666666666667,6
Bengaluru,2015-06-01,23.69,70.46,1.65,14.12,7.77,1.7,6.9,68.17,101.0,Moderate,2015,6,0,30.183333333333334,70.46,100.0,116.0,0
Bengaluru,2015-06-02,23.95,70.46,0.46,9.28,3.25,1.77,7.93,54.65,84.0,Satisfactory,2015,6,0,29.45,70.46,101.0,95.0,1
Bengaluru,2015-06-03,21.51,70.46,1.59,19.98,9.87,1.52,4.44,46.8,84.0,Satisfactory,2015,6,0,23.05,70.46,84.0,89.66666666666667,2
Bengaluru,2015-06-04,25.56,70.46,1.14,6.39,7.52,1.4,4.47,29.64,74.0,Satisfactory,2015,6,0,23.673333333333336,70.46,84.0,80.66666666666667,3
Bengaluru,2015-06-05,22.41,70.46,2.59,14.61,19.41,5.65,5.85,27.39,130.0,Moderate,2015,6,0,23.16,70.46,74.0,96.0,4
Bengaluru,2015-06-06,16.02,70.46,4.7,30.73,36.51,1.78,11.64,20.75,74.0,Satisfactory,2015,6,0,21.33,70.46,130.0,92.66666666666667,5
Bengaluru,2015-06-07,12.69,70.46,4.38,25.18,27.39,4.45,4.22,19.63,74.0,Satisfactory,2015,6,0,17.04,70.46,74.0,92.66666666666667,6
Bengaluru,2015-06-08,13.29,70.46,4.82,22.65,13.65,3.93,17.45,17.13,162.0,Moderate,2015,6,0,14.0,70.46,74.0,103.33333333333333,0
Bengaluru,2015-06-09,12.11,70.46,6.72,20.8,13.22,1.4,15.06,20.96,55.0,Satisfactory,2015,6,0,12.696666666666665,70.46,162.0,97.0,1
Bengaluru,2015-06-10,13.66,70.46,3.61,22.16,11.83,1.96,6.09,24.49,72.0,Satisfactory,2015,6,0,13.020000000000001,70.46,55.0,96.33333333333333,2
Bengaluru,2015-06-11,14.56,70.46,3.34,17.32,8.95,1.54,11.59,15.75,66.0,Satisfactory,2015,6,0,13.443333333333333,70.46,72.0,64.33333333333333,3
Bengaluru,2015-06-12,14.76,70.46,3.2,13.35,7.08,1.89,10.35,20.52,81.0,Satisfactory,2015,6,0,14.326666666666668,70.46,66.0,73.0,4
Bengaluru,2015-06-13,12.29,70.46,2.53,10.75,4.86,3.21,15.0,19.08,94.0,Satisfactory,2015,6,0,13.87,70.46,81.0,80.33333333333333,5
Bengaluru,2015-06-14,11.72,70.46,1.76,9.61,4.7,2.36,1.96,20.38,128.0,Moderate,2015,6,0,12.923333333333332,70.46,94.0,101.0,6
Bengaluru,2015-06-15,15.7,70.46,6.3,13.12,10.43,1.56,5.04,34.42,86.0,Satisfactory,2015,6,0,13.236666666666666,70.46,128.0,102.66666666666667,0
Bengaluru,2015-06-16,22.94,70.46,2.88,10.09,5.6,3.74,1.58,13.24,136.0,Moderate,2015,6,0,16.786666666666665,70.46,86.0,116.66666666666667,1
Bengaluru,2015-06-17,19.54,70.46,2.19,11.09,5.01,2.0,4.12,13.5,67.0,Satisfactory,2015,6,0,19.393333333333334,70.46,136.0,96.33333333333333,2
Bengaluru,2015-06-18,22.68,70.46,2.8,18.7,9.83,1.3,1.35,16.42,45.0,Good,2015,6,0,21.72,70.46,67.0,82.66666666666667,3
Bengaluru,2015-06-19,21.86,70.46,3.91,19.0,11.85,1.54,4.34,11.12,70.0,Satisfactory,2015,6,0,21.36,70.46,45.0,60.666666666666664,4
Bengaluru,2015-06-20,18.74,70.46,3.9,14.48,9.69,2.89,1.95,8.62,93.0,Satisfactory,2015,6,0,21.09333333333333,70.46,70.0,69.33333333333333,5
Bengaluru,2015-06-21,18.81,70.46,3.01,15.95,8.19,3.84,2.02,10.31,166.0,Moderate,2015,6,0,19.80333333333333,70.46,93.0,109.66666666666667,6
Bengaluru,2015-06-22,15.11,70.46,2.78,16.04,11.71,4.29,5.53,10.68,183.0,Moderate,2015,6,0,17.55333333333333,70.46,166.0,147.33333333333334,0
Bengaluru,2015-06-23,17.47,70.46,1.74,7.27,4.01,2.08,7.51,10.97,107.0,Moderate,2015,6,0,17.13,70.46,183.0,152.0,1
Bengaluru,2015-06-24,15.92,70.46,0.89,5.61,1.82,5.48,5.41,21.62,140.0,Moderate,2015,6,0,16.166666666666664,70.46,107.0,143.33333333333334,2
Bengaluru,2015-06-25,13.58,70.46,2.0,5.38,3.37,2.83,5.49,11.83,107.0,Moderate,2015,6,0,15.656666666666666,70.46,140.0,118.0,3
Bengaluru,2015-06-26,14.52,70.46,1.14,6.1,3.71,1.75,4.41,13.27,70.0,Satisfactory,2015,6,0,14.673333333333332,70.46,107.0,105.66666666666667,4
Bengaluru,2015-06-27,27.25,70.46,0.86,5.23,2.93,15.98,10.62,15.2,165.0,Moderate,2015,6,0,18.45,70.46,70.0,114.0,5
Bengaluru,2015-06-28,20.99,70.46,0.72,4.38,1.91,2.03,2.53,15.42,160.0,Moderate,2015,6,0,20.919999999999998,70.46,165.0,131.66666666666666,6
Bengaluru,2015-06-29,22.26,70.46,1.23,7.02,3.74,5.28,7.62,10.29,209.0,Poor,2015,6,0,23.5,70.46,160.0,178.0,0
Bengaluru,2015-06-30,23.51,70.46,2.75,8.39,5.43,5.01,5.94,6.61,166.0,Moderate,2015,6,0,22.25333333333333,70.46,209.0,178.33333333333334,1
Bengaluru,2015-07-01,19.76,70.46,1.24,6.34,3.24,6.96,6.28,6.45,187.0,Moderate,2015,7,0,21.843333333333334,70.46,166.0,187.33333333333334,2
Bengaluru,2015-07-02,20.24,70.46,2.26,11.59,6.83,2.58,5.12,11.01,162.0,Moderate,2015,7,0,21.169999999999998,70.46,187.0,171.66666666666666,3
Bengaluru,2015-07-03,17.28,70.46,1.07,5.11,2.7,7.52,3.69,8.37,185.0,Moderate,2015,7,0,19.093333333333334,70.46,162.0,178.0,4
Bengaluru,2015-07-04,21.52,70.46,1.0,5.99,2.9,15.9,2.76,9.72,141.0,Moderate,2015,7,0,19.679999999999996,70.46,185.0,162.66666666666666,5
Bengaluru,2015-07-05,19.43,70.46,1.13,7.66,4.66,20.81,2.29,7.89,225.0,Poor,2015,7,0,19.41,70.46,141.0,183.66666666666666,6
Bengaluru,2015-07-06,19.27,70.46,2.21,8.79,6.36,26.99,2.54,8.96,309.0,Very Poor,2015,7,0,20.073333333333334,70.46,225.0,225.0,0
Bengaluru,2015-07-07,23.27,70.46,1.73,7.83,7.62,2.86,3.36,9.3,136.0,Moderate,2015,7,0,20.656666666666666,70.46,309.0,223.33333333333334,1
Bengaluru,2015-07-08,18.63,70.46,2.96,8.71,6.88,7.24,6.25,7.27,139.0,Moderate,2015,7,0,20.389999999999997,70.46,136.0,194.66666666666666,2
Bengaluru,2015-07-09,14.52,70.46,5.93,10.04,8.43,3.42,3.89,7.56,161.0,Moderate,2015,7,0,18.80666666666667,70.46,139.0,145.33333333333334,3
Bengaluru,2015-07-10,12.84,70.46,7.5,10.1,9.4,15.1,3.25,5.4,160.0,Moderate,2015,7,0,15.33,70.46,161.0,153.33333333333334,4
Bengaluru,2015-07-11,19.08,70.46,6.5,10.66,9.34,2.42,2.39,5.06,127.0,Moderate,2015,7,0,15.479999999999999,70.46,160.0,149.33333333333334,5
Bengaluru,2015-07-12,23.45,70.46,5.88,9.83,8.64,2.11,1.86,9.66,71.0,Satisfactory,2015,7,0,18.456666666666667,70.46,127.0,119.33333333333333,6
Bengaluru,2015-07-13,25.62,70.46,5.21,12.22,9.75,27.06,2.84,10.42,246.0,Poor,2015,7,0,22.71666666666667,70.46,71.0,148.0,0
Bengaluru,2015-07-14,27.03,70.46,4.42,11.7,9.3,10.62,2.78,7.82,250.0,Poor,2015,7,0,25.36666666666667,70.46,246.0,189.0,1
Bengaluru,2015-07-15,24.09,70.46,5.64,17.43,12.1,9.91,4.49,5.49,176.0,Moderate,2015,7,0,25.580000000000002,70.46,250.0,224.0,2
Bengaluru,2015-07-16,23.17,70.46,4.97,15.73,11.27,3.56,2.98,8.06,176.0,Moderate,2015,7,0,24.763333333333332,70.46,176.0,200.66666666666666,3
Bengaluru,2015-07-17,26.84,70.46,6.18,10.76,9.67,1.62,3.46,8.48,55.0,Satisfactory,2015,7,0,24.7,70.46,176.0,135.66666666666666,4
Bengaluru,2015-07-18,19.24,70.46,3.78,8.46,7.12,18.69,3.98,10.27,156.0,Moderate,2015,7,0,23.083333333333332,70.46,55.0,129.0,5
Bengaluru,2015-07-19,14.46,70.46,3.76,7.65,6.72,12.18,1.66,9.43,195.0,Moderate,2015,7,0,20.18,70.46,156.0,135.33333333333334,6
Bengaluru,2015-07-20,14.3,70.46,5.1,10.26,8.78,9.82,2.39,8.67,197.0,Moderate,2015,7,0,16.0,70.46,195.0,182.66666666666666,0
Bengaluru,2015-07-21,19.29,70.46,4.45,11.45,8.94,9.35,1.72,3.62,223.0,Poor,2015,7,0,16.016666666666666,70.46,197.0,205.0,1
Bengaluru,2015-07-22,21.39,70.46,4.14,9.91,8.06,16.7,2.39,3.54,182.0,Moderate,2015,7,0,18.326666666666668,70.46,223.0,200.66666666666666,2
Bengaluru,2015-07-23,45.86,70.46,5.98,11.26,9.75,9.44,3.29,5.13,245.0,Poor,2015,7,0,28.846666666666668,70.46,182.0,216.66666666666666,3
Bengaluru,2015-07-24,18.38,70.46,3.82,9.48,7.7,16.46,10.54,6.49,268.0,Poor,2015,7,0,28.543333333333333,70.46,245.0,231.66666666666666,4
Bengaluru,2015-07-25,24.44,70.46,4.63,10.0,8.6,2.89,15.96,9.61,51.0,Satisfactory,2015,7,0,29.560000000000002,70.46,268.0,188.0,5
Bengaluru,2015-07-26,25.14,70.46,3.59,11.03,7.88,2.42,2.54,8.9,49.0,Good,2015,7,0,22.653333333333336,70.46,51.0,122.66666666666667,6
Bengaluru,2015-07-27,13.85,70.46,5.69,8.83,8.32,14.36,3.82,8.78,157.0,Moderate,2015,7,0,21.143333333333334,70.46,49.0,85.66666666666667,0
Bengaluru,2015-07-28,16.63,70.46,3.66,10.76,8.08,12.51,5.27,7.16,128.0,Moderate,2015,7,0,18.54,70.46,157.0,111.33333333333333,1
Bengaluru,2015-07-29,19.04,70.46,3.67,12.67,9.08,1.5,4.9,5.82,66.0,Satisfactory,2015,7,0,16.506666666666664,70.46,128.0,117.0,2
Bengaluru,2015-07-30,24.43,70.46,4.59,11.52,7.93,1.86,3.15,5.42,105.0,Moderate,2015,7,0,20.03333333333333,70.46,66.0,99.66666666666667,3
Bengaluru,2015-07-31,19.16,70.46,5.08,10.27,7.61,1.09,3.35,3.53,49.0,Good,2015,7,0,20.876666666666665,70.46,105.0,73.33333333333333,4
Bengaluru,2015-08-01,18.18,70.46,4.06,20.21,11.77,9.97,2.43,3.38,97.0,Satisfactory,2015,8,0,20.59,70.46,49.0,83.66666666666667,5
Bengaluru,2015-08-02,15.52,70.46,3.48,9.54,6.15,37.73,1.86,4.83,257.0,Poor,2015,8,0,17.62,70.46,97.0,134.33333333333334,6
Bengaluru,2015-08-03,18.67,70.46,5.9,11.41,8.58,25.13,2.13,5.74,139.0,Moderate,2015,8,0,17.456666666666667,70.46,257.0,164.33333333333334,0
Bengaluru,2015-08-04,15.85,70.46,5.74,10.66,8.17,9.92,2.6,5.24,95.0,Satisfactory,2015,8,0,16.68,70.46,139.0,163.66666666666666,1
Bengaluru,2015-08-05,18.26,70.46,4.56,11.85,8.03,48.07,2.4,3.0,106.0,Moderate,2015,8,0,17.593333333333334,70.46,95.0,113.33333333333333,2
Bengaluru,2015-08-06,17.94,70.46,6.02,18.38,13.03,3.15,5.94,7.21,89.0,Satisfactory,2015,8,0,17.349999999999998,70.46,106.0,96.66666666666667,3
Bengaluru,2015-08-07,21.86,70.46,3.06,10.02,6.18,1.16,3.79,3.29,44.0,Good,2015,8,0,19.353333333333335,70.46,89.0,79.66666666666667,4
Bengaluru,2015-08-08,46.86,70.46,2.62,8.46,5.62,20.25,3.78,3.98,97.0,Satisfactory,2015,8,0,28.886666666666667,70.46,44.0,76.66666666666667,5
Bengaluru,2015-08-09,54.42,70.46,1.56,7.32,5.27,8.78,2.1,4.73,187.0,Moderate,2015,8,0,41.046666666666674,70.46,97.0,109.33333333333333,6
Bengaluru,2015-08-10,21.02,70.46,3.65,8.21,6.26,1.82,5.16,6.23,83.0,Satisfactory,2015,8,0,40.76666666666667,70.46,187.0,122.33333333333333,0
Bengaluru,2015-08-11,21.1,70.46,2.56,7.98,5.34,29.0,2.96,9.86,129.0,Moderate,2015,8,0,32.18,70.46,83.0,133.0,1
Bengaluru,2015-08-12,16.64,70.46,3.45,7.44,5.58,29.16,7.22,6.76,128.0,Moderate,2015,8,0,19.58666666666667,70.46,129.0,113.33333333333333,2
Bengaluru,2015-08-13,14.99,70.46,4.81,6.61,6.6,34.69,2.51,6.11,217.0,Poor,2015,8,0,17.57666666666667,70.46,128.0,158.0,3
Bengaluru,2015-08-14,20.21,70.46,4.54,14.73,12.48,35.05,6.15,5.86,277.0,Poor,2015,8,0,17.28,70.46,217.0,207.33333333333334,4
Bengaluru,2015-08-15,18.04,70.46,1.93,13.63,9.32,16.67,2.49,10.04,176.0,Moderate,2015,8,0,17.74666666666667,70.46,277.0,223.33333333333334,5
Bengaluru,2015-08-16,20.8,70.46,5.06,17.39,10.93,9.03,1.32,7.48,206.0,Poor,2015,8,0,19.683333333333334,70.46,176.0,219.66666666666666,6
Bengaluru,2015-08-17,15.35,70.46,6.56,19.5,13.98,14.55,2.98,5.93,238.0,Poor,2015,8,0,18.063333333333336,70.46,206.0,206.66666666666666,0
Bengaluru,2015-08-18,27.31,70.46,4.58,19.73,12.9,21.83,2.85,3.75,229.0,Poor,2015,8,0,21.153333333333332,70.46,238.0,224.33333333333334,1
Bengaluru,2015-08-19,32.13,70.46,9.89,17.92,15.33,9.91,7.14,4.3,236.0,Poor,2015,8,0,24.929999999999996,70.46,229.0,234.33333333333334,2
Bengaluru,2015-08-20,23.26,70.46,7.05,34.35,21.46,1.31,3.73,3.41,92.0,Satisfactory,2015,8,0,27.566666666666666,70.46,236.0,185.66666666666666,3
Bengaluru,2015-08-21,17.9,70.46,3.31,17.51,11.02,11.68,6.56,3.44,100.0,Satisfactory,2015,8,0,24.430000000000003,70.46,92.0,142.66666666666666,4
Bengaluru,2015-08-22,10.99,70.46,2.95,15.97,9.93,1.14,1.07,3.35,97.0,Satisfactory,2015,8,0,17.383333333333333,70.46,100.0,96.33333333333333,5
Bengaluru,2015-08-23,12.9,70.46,2.79,11.64,7.72,26.54,0.91,3.86,59.0,Satisfactory,2015,8,0,13.93,70.46,97.0,85.33333333333333,6
Bengaluru,2015-08-24,22.29,70.46,4.0,15.11,10.24,1.16,1.0,4.72,96.0,Satisfactory,2015,8,0,15.393333333333333,70.46,59.0,84.0,0
Bengaluru,2015-08-25,20.06,70.46,5.0,16.49,13.5,4.29,4.38,6.26,123.0,Moderate,2015,8,0,18.416666666666668,70.46,96.0,92.66666666666667,1
Bengaluru,2015-08-26,17.38,70.46,4.23,12.18,12.33,1.43,1.1,7.65,77.0,Satisfactory,2015,8,0,19.91,70.46,123.0,98.66666666666667,2
Bengaluru,2015-08-27,14.67,70.46,6.76,20.81,14.62,2.4,1.13,4.84,57.0,Satisfactory,2015,8,0,17.37,70.46,77.0,85.66666666666667,3
Bengaluru,2015-08-28,18.96,70.46,3.22,21.16,12.18,1.96,1.42,4.19,63.0,Satisfactory,2015,8,0,17.003333333333334,70.46,57.0,65.66666666666667,4
Bengaluru,2015-08-29,20.56,70.46,4.26,13.86,9.92,9.97,2.56,12.64,174.0,Moderate,2015,8,0,18.063333333333333,70.46,63.0,98.0,5
